"static/uploads/5c78e26f-bb64-4db8-bda5-ae7facabc608","Jar"
"static/uploads/5c78e26f-bb64-4db8-bda5-ae7facabc608","Bucket"
"static/uploads/da12b151-4097-4f00-8300-fa9bfeb626d7","Jar"
"static/uploads/da12b151-4097-4f00-8300-fa9bfeb626d7","Bucket"
